question,query
Get the category from products along with matching name from departments.,"SELECT products.category, departments.name FROM products JOIN departments ON products.id = departments.id;"
Show all credits values from the courses table.,SELECT credits FROM courses;
Show all name values from the customers table.,SELECT name FROM customers;
Show all order_date values from the orders table.,SELECT order_date FROM orders;
Show all credits values from the courses table.,SELECT credits FROM courses;
Show all name values from the products table.,SELECT name FROM products;
Get all rows from departments where name is greater than the average.,SELECT * FROM departments WHERE name > (SELECT AVG(name) FROM departments);
Get all rows from employees where name is greater than the average.,SELECT * FROM employees WHERE name > (SELECT AVG(name) FROM employees);
Show all stock values from the products table.,SELECT stock FROM products;
Show all stock values from the products table.,SELECT stock FROM products;
Show all amount values from the payments table.,SELECT amount FROM payments;
Show all id values from the departments table.,SELECT id FROM departments;
Get the title from courses along with matching name from customers.,"SELECT courses.title, customers.name FROM courses JOIN customers ON courses.id = customers.id;"
Get all rows from employees where name is greater than the average.,SELECT * FROM employees WHERE name > (SELECT AVG(name) FROM employees);
Show all student_id values from the grades table.,SELECT student_id FROM grades;
Get the gpa from students along with matching title from courses.,"SELECT students.gpa, courses.title FROM students JOIN courses ON students.id = courses.id;"
Get all rows from employees where name is greater than the average.,SELECT * FROM employees WHERE name > (SELECT AVG(name) FROM employees);
Show all name values from the customers table.,SELECT name FROM customers;
Get the salary from employees along with matching email from customers.,"SELECT employees.salary, customers.email FROM employees JOIN customers ON employees.id = customers.id;"
Get the price from products along with matching name from departments.,"SELECT products.price, departments.name FROM products JOIN departments ON products.id = departments.id;"
Show all id values from the products table.,SELECT id FROM products;
Show all grade values from the grades table.,SELECT grade FROM grades;
Get the department_id from employees along with matching payment_date from payments.,"SELECT employees.department_id, payments.payment_date FROM employees JOIN payments ON employees.id = payments.id;"
Show all amount values from the payments table.,SELECT amount FROM payments;
Show all email values from the customers table.,SELECT email FROM customers;
Get the order_date from orders along with matching salary from employees.,"SELECT orders.order_date, employees.salary FROM orders JOIN employees ON orders.id = employees.id;"
Get the signup_date from customers along with matching id from departments.,"SELECT customers.signup_date, departments.id FROM customers JOIN departments ON customers.id = departments.id;"
Show all total_amount values from the orders table.,SELECT total_amount FROM orders;
Show all id values from the departments table.,SELECT id FROM departments;
